1016,1,327
1017,3,311
1018,2,139
1019,2,97
1020,3,480
1021,3,420
1022,1,96
1023,3,121
1024,1,457
1025,3,362
1026,1,308
1027,2,189
1028,1,327
1029,3,163
1030,3,387
1031,1,120
1032,1,276
1033,1,379
1034,2,428
1035,1,492
1036,1,451
1037,2,104
1038,1,112
1039,3,494
1040,1,6
1041,3,165
1042,3,131
1043,1,509
1044,2,505
1045,2,95
1046,1,110
1047,2,321
1048,2,186
1049,2,335
1050,1,254
1051,2,366
1052,3,276
1053,3,304
1054,1,339
1055,2,394
1056,2,54
1057,3,270
1058,2,408
1059,2,365
1060,3,43
1061,3,276
1062,1,343
1063,3,425
1064,3,269
1065,1,59
1066,1,401
1067,1,191
1068,2,450
1069,1,32
1070,3,449
1071,1,371
1072,3,387
1073,1,247
1074,2,308
1075,2,323
1076,3,87
1077,2,172
1078,2,90
1079,2,315
1080,1,75
1081,3,24
1082,1,269
1083,3,164
1084,1,305
1085,1,107
1086,3,20
1087,1,97
1088,2,359
1089,2,196
1090,2,194
1091,3,296
1092,1,347
1093,3,364
1094,1,477
1095,3,74
1096,1,329
1097,2,44
1098,1,189
1099,1,52
1100,3,268
1101,2,142
1102,3,268
1103,3,364
1104,3,187
1105,3,336
1106,3,89
1107,1,117
1108,3,83
1109,1,409
1110,2,349
1111,2,181
1112,2,165
1113,1,277
1114,2,197
1115,1,55
1116,2,96
1117,1,411
1118,3,237
1119,1,18
1120,1,326
1121,2,426
1122,3,342
1123,1,239
1124,3,303
1125,3,166
1126,2,291
1127,1,349
1128,2,240
1129,3,142
1130,2,109
1131,3,369
1132,2,499
1133,2,151
1134,2,3
1135,1,353
1136,1,207
1137,3,283
1138,2,169
1139,2,228
1140,3,268
1141,2,258
1142,1,468
1143,1,339
1144,3,229
1145,1,512
1146,2,157
1147,2,224
1148,1,221
1149,1,234
1150,2,393
1151,1,353
1152,1,175
1153,2,131
1154,1,435
1155,1,459
1156,1,338
1157,3,361
1158,1,236
1159,2,438
1160,2,157
1161,2,235
1162,3,368
1163,1,240
1164,2,104
1165,3,223
1166,2,494
1167,2,421
1168,2,231
1169,1,6
1170,2,210
1171,2,76
1172,2,143
1173,3,214
1174,1,276
1175,2,318
1176,3,197
1177,2,22
1178,1,493
1179,3,158
1180,1,45
1181,2,313
1182,1,381
1183,2,21
1184,3,439
1185,3,16
1186,1,137
1187,2,184
1188,1,27
1189,1,506
1190,1,346
1191,3,125
1192,2,211
1193,2,156
1194,1,227
1195,1,396
1196,1,372
1197,3,215
1198,3,107
1199,2,234
1200,1,186
1201,3,161
1202,1,77
1203,2,255
1204,3,375
1205,2,333
1206,3,82
1207,1,470
1208,2,326
1209,3,459
1210,1,482
1211,3,8
1212,1,220
1213,2,366
1214,2,326
1215,1,212
1216,3,125
1217,2,501
1218,2,496
1219,1,266
1220,3,111
1221,1,173
1222,1,15
1223,1,29
1224,3,223
1225,3,200
1226,1,351
1227,3,7
1228,1,312
1229,2,79
1230,1,187
1231,3,93
1232,3,417
1233,2,378
1234,1,179
1235,1,144
1236,2,262
1237,1,403
1238,1,5
1239,2,242
1240,2,481
1241,3,277
1242,3,239
1243,2,14
1244,1,188
1245,1,70
1246,2,468
1247,3,375
1248,3,117
1249,1,23
1250,1,247
1251,3,343
1252,3,24
1253,3,212
1254,3,464
1255,2,454
1256,2,79
1257,2,224
1258,3,176
1259,3,274
1260,1,356
1261,3,389
1262,2,383
1263,1,62
1264,3,30
1265,1,197
1266,3,400
1267,1,242
1268,3,455
1269,3,252
1270,1,462
1271,2,150
1272,3,49
1273,2,39
1274,1,200
1275,1,70
1276,1,415
1277,3,166
1278,2,139
1279,2,490
1280,1,52
1281,1,125
1282,2,445
1283,1,225
1284,1,166
1285,3,49
1286,2,175
1287,1,347
1288,2,214
1289,2,424
1290,2,12
1291,2,474
1292,1,59
1293,3,440
1294,3,253
1295,2,247
1296,3,492
1297,3,117
1298,1,186
1299,3,45
1300,3,166
1301,2,180
1302,1,216
1303,1,296
1304,1,30
1305,3,177
1306,3,206
1307,1,435
1308,1,150
1309,1,105
1310,1,457
1311,3,380
1312,3,445
1313,2,433
1314,3,2
1315,3,378
1316,1,199
1317,1,230
1318,3,172
1319,3,502
1320,1,190
1321,1,177
1322,1,194
1323,3,266
1324,2,10
1325,3,54
1326,3,491
1327,1,180
1328,3,137
1329,2,228
1330,3,291
1331,1,126
1332,1,139
1333,2,495
1334,2,190
1335,2,45
1336,3,141
1337,1,422
1338,2,269
1339,3,11
1340,3,424
1341,3,437
1342,2,488
1343,2,189
1344,2,332
1345,1,418
1346,2,64
1347,1,500
1348,3,40
1349,3,485
1350,1,217
1351,3,213
1352,3,465
1353,1,90
1354,2,370
1355,1,88
1356,2,293
1357,2,494
1358,2,172
1359,1,384
1360,3,68
1361,2,491
1362,3,47
1363,3,256
1364,3,125
1365,1,152
1366,1,244
1367,2,384
1368,2,138
1369,1,372
1370,2,424
1371,2,390
1372,3,22
1373,1,199
1374,3,200
1375,3,470
1376,1,165
1377,1,255
1378,1,315
1379,3,257
1380,1,462
1381,1,481
1382,1,256
1383,1,222
1384,1,200
1385,1,84
1386,2,452
1387,3,140
1388,3,101
1389,1,384
1390,2,280
1391,1,471
1392,1,457
1393,2,139
1394,1,392
1395,2,216
1396,2,56
1397,2,135
1398,2,163
1399,2,267
1400,2,246
1401,1,204
1402,3,212
1403,2,288
1404,1,273
1405,3,68
1406,1,458
1407,1,351
1408,1,225
1409,2,288
1410,1,23
1411,2,161
1412,3,244
1413,3,189
1414,1,455
1415,3,140
1416,2,309
1417,2,161
1418,3,149
1419,1,9
1420,2,38
1421,2,460
1422,1,194
1423,1,451
1424,2,45
1425,3,263
1426,2,370
1427,2,221
1428,3,334
1429,2,297
1430,2,278
1431,3,253
1432,3,176
1433,3,481
1434,2,329
1435,3,355
1436,3,253
1437,1,13
1438,2,97
1439,3,441
1440,3,181
1441,3,93
1442,2,240
1443,1,11
1444,2,105
1445,1,385
1446,2,339
1447,2,113
1448,1,500
1449,3,272
1450,2,179
1451,3,469
1452,3,447
1453,1,262
1454,2,439
1455,3,116
1456,2,382
1457,3,392
1458,3,419
1459,1,445
1460,1,193
1461,1,441
1462,3,152
1463,2,134
1464,2,329
1465,3,35
1466,3,310
1467,2,435
1468,1,293
1469,3,141
1470,3,266
1471,3,233
1472,2,326
1473,2,248
1474,2,487
1475,3,18
1476,3,106
1477,2,196
1478,1,113
1479,3,41
1480,3,17
1481,2,327
1482,1,14
1483,3,289
1484,1,385
1485,3,67
1486,1,457
1487,3,86
1488,3,456
1489,2,317
1490,3,145
1491,1,170
1492,3,286
1493,2,489
1494,2,478
1495,2,269
1496,1,38
1497,3,134
1498,3,440
1499,3,19
1500,1,512
1501,2,136
1502,3,218
1503,3,235
1504,2,368
1505,2,116
1506,2,191
1507,3,13
1508,3,254
1509,3,419
1510,3,52
1511,3,468
1512,3,58
1513,2,312
1514,1,365
1515,1,339
1516,2,310
1517,2,397
1518,1,80
1519,2,430
1520,2,169
1521,1,507
1522,3,333
1523,3,126
1524,1,288
1525,2,281
1526,3,485
1527,1,490
1528,2,56
1529,3,66
1530,3,204
1531,1,365
1532,3,488
1533,2,367
1534,1,382
1535,2,143
1536,2,405
1537,3,383
1538,1,234
1539,2,325
1540,3,214
1541,2,299
1542,2,31
1543,2,17
1544,1,169
1545,3,45
1546,1,161
1547,1,143
1548,3,281
1549,2,111
1550,1,111
1551,1,430
1552,1,346
1553,1,92
1554,2,465
1555,3,360
1556,2,196
1557,2,4
1558,1,93
1559,2,158
1560,1,30
1561,3,15
1562,3,456
1563,3,94
1564,1,89
1565,1,46
1566,3,447
1567,1,208
1568,2,488
1569,3,75
1570,3,34
1571,2,217
1572,3,167
1573,3,79
1574,2,200
1575,3,112
1576,3,401
1577,3,64
1578,1,317
1579,3,187
1580,1,341
1581,1,265
1582,1,471
1583,3,14
1584,2,318
1585,2,99
1586,2,477
1587,2,274
1588,2,236
1589,1,240
1590,2,138
1591,2,395
1592,3,216
1593,2,488
1594,2,72
1595,3,122
1596,3,428
1597,1,125
1598,2,137
1599,2,171
1600,1,315
1601,1,369
1602,1,382
1603,2,39
1604,2,261
1605,2,87
1606,3,250
1607,2,115
1608,3,11
1609,3,93
1610,2,456
1611,1,269
1612,1,1
1613,2,417
1614,2,15
1615,1,296
1616,2,232
1617,1,153
1618,2,66
1619,3,327
1620,3,377
1621,2,97
1622,3,169
1623,1,301
1624,1,243
1625,2,334
1626,1,424
1627,2,27
1628,3,341
1629,3,178
1630,1,110
1631,2,380
1632,1,74
1633,2,339
1634,2,259
1635,2,436
1636,2,195
1637,2,462
1638,1,348
1639,3,254
1640,2,384
1641,1,199
1642,1,369
1643,2,17
1644,3,414
1645,2,175
1646,1,55
1647,1,141
1648,2,433
1649,1,433
1650,1,191
1651,2,291
1652,2,487
1653,1,71
1654,2,469
1655,2,466
1656,2,51
1657,3,4
1658,3,250
1659,1,162
1660,1,160
1661,1,13
1662,1,428
1663,3,464
1664,1,394
1665,3,508
1666,1,443
1667,1,153
1668,2,463
1669,3,502
1670,2,149
1671,3,88
1672,1,410
1673,2,21
1674,3,70
1675,2,50
1676,3,14
1677,3,371
1678,2,329
1679,2,32
1680,3,444
1681,1,163
1682,2,78
1683,1,179
1684,1,106
1685,2,432
1686,2,107
1687,3,467
1688,3,449
1689,2,339
1690,3,373
1691,3,323
1692,3,488
1693,2,401
1694,2,173
1695,1,196
1696,1,372
1697,3,381
1698,1,72
1699,3,101
1700,1,139
1701,3,180
1702,3,498
1703,1,155
1704,1,172
1705,1,176
1706,3,485
1707,2,193
1708,2,26
1709,3,258
1710,1,228
1711,1,428
1712,2,136
1713,2,341
1714,2,511
1715,2,292
1716,1,395
1717,3,248
1718,2,238
1719,1,77
1720,2,213
1721,3,457
1722,3,364
1723,1,79
1724,3,93
1725,2,330
1726,2,275
1727,2,473
1728,3,334
1729,3,212
1730,1,507
1731,2,394
1732,1,430
1733,1,264
1734,2,136
1735,3,179
1736,1,162
1737,2,218
1738,3,182
1739,2,383
1740,1,356
1741,1,472
1742,2,139
1743,2,254
1744,3,506
1745,1,435
1746,3,73
1747,1,358
1748,3,69
1749,2,122
1750,1,366
1751,1,88
1752,2,489
1753,1,377
1754,3,453
1755,3,251
1756,3,57
1757,3,38
1758,1,310
1759,1,334
1760,3,126
1761,3,325
1762,3,102
1763,3,66
1764,1,156
1765,2,500
1766,1,215
1767,2,468
1768,3,108
1769,3,297
1770,3,407
1771,1,165
1772,2,236
1773,3,486
1774,1,365
1775,3,127
1776,1,490
1777,1,339
1778,2,221
1779,2,346
1780,3,159
1781,3,448
1782,1,360
1783,2,194
1784,1,94
1785,3,188
1786,3,489
1787,3,423
1788,2,381
1789,1,65
1790,2,43
1791,1,250
1792,2,83
1793,1,66
1794,3,370
1795,2,510
1796,1,72
1797,1,501
1798,3,245
1799,1,370
1800,1,488
1801,2,393
1802,1,26
1803,1,367
1804,2,8
1805,1,296
1806,1,166
1807,1,71
1808,2,49
1809,1,407
1810,1,256
1811,3,374
1812,3,204
1813,2,307
1814,2,48
1815,3,69
1816,3,172
1817,2,371
1818,1,59
1819,3,169
1820,1,307
1821,1,439
1822,1,71
1823,3,416
1824,1,80
1825,2,452
1826,2,497
1827,2,326
1828,2,139
1829,3,238
1830,2,300
1831,2,443
1832,1,83
1833,3,192
1834,2,307
1835,1,287
1836,3,480
1837,3,175
1838,2,7
1839,3,445
1840,1,306
1841,1,76
1842,2,90
1843,3,240
1844,1,196
1845,3,77
1846,1,464
1847,3,62
1848,2,273
1849,3,197
1850,2,271
1851,2,404
1852,2,291
1853,2,501
1854,3,41
1855,2,206
1856,1,254
1857,1,308
1858,3,183
1859,1,38
1860,1,4
1861,3,155
1862,3,289
1863,2,142
1864,2,308
1865,1,102
1866,3,111
1867,3,139
1868,3,367
1869,1,53
1870,2,346
1871,2,426
1872,2,234
1873,2,202
1874,3,77
1875,3,103
1876,2,98
1877,1,73
1878,1,114
1879,2,492
1880,3,182
1881,1,353
1882,3,24
1883,1,258
1884,1,22
1885,1,390
1886,1,53
1887,1,304
1888,1,304
1889,1,193
1890,3,41
1891,2,280
1892,2,115
1893,2,385
1894,1,377
1895,2,244
1896,1,455
1897,1,369
1898,3,422
1899,2,33
1900,2,506
1901,3,46
1902,2,35
1903,2,212
1904,3,122
1905,3,405
1906,1,456
1907,2,264
1908,1,3
1909,3,336
1910,2,64
1911,2,35
1912,1,357
1913,1,63
1914,2,98
1915,2,218
1916,3,143
1917,3,106
1918,3,162
1919,1,362
1920,2,472
1921,1,331
1922,2,88
1923,1,106
1924,3,405
1925,1,93
1926,1,509
1927,1,280
1928,2,235
1929,1,299
1930,1,310
1931,1,117
1932,1,17
1933,1,87
1934,3,490
1935,3,277
1936,1,53
1937,1,126
1938,2,416
1939,2,59
1940,1,414
1941,2,49
1942,1,458
1943,2,387
1944,3,429
1945,3,478
1946,2,198
1947,3,282
1948,2,8
1949,2,224
1950,1,504
1951,3,371
1952,2,78
1953,3,189
1954,2,398
1955,3,37
1956,2,132
1957,2,24
1958,2,62
1959,3,194
1960,1,397
1961,1,184
1962,2,174
1963,3,323
1964,3,262
1965,1,199
1966,3,250
1967,3,244
1968,1,45
1969,3,322
1970,3,350
1971,2,456
1972,1,100
1973,3,139
1974,2,235
1975,3,312
1976,1,405
1977,1,8
1978,1,218
1979,2,289
1980,2,174
1981,2,187
1982,2,24
1983,1,105
1984,2,289
1985,3,240
1986,3,361
1987,2,124
1988,2,399
1989,3,52
1990,3,186
1991,1,77
1992,1,406
1993,1,280
1994,3,10
1995,1,252
1996,3,242
1997,1,384
1998,2,425
1999,1,448
2000,2,318
2001,2,173
2002,1,151
2003,1,129
2004,2,217
2005,1,383
2006,2,46
2007,2,42
2008,2,451
2009,3,15
2010,1,109
2011,3,373
2012,2,417
2013,3,303
2014,3,447
2015,1,240
2016,3,348
2017,3,265
2018,3,108
2019,3,170
2020,1,152
2021,3,446
2022,1,130
2023,2,31
2024,2,343
2025,3,416
2026,1,358
2027,1,205
2028,3,298
2029,3,126
2030,2,28
2031,2,35
2032,3,154
2033,3,56
2034,1,193
2035,1,363
2036,3,373
2037,2,225
2038,3,177
2039,1,188
2040,1,303
2041,3,399
2042,3,371
2043,3,12
2044,2,426
2045,3,292
2046,2,138
2047,1,2
2048,3,93
2049,3,350
2050,2,20
2051,2,102
2052,1,498
2053,2,190
2054,3,346
2055,3,163
2056,3,373
2057,1,260
2058,2,303
2059,1,297
2060,3,316
2061,3,72
2062,3,139
2063,1,320
2064,2,473
2065,2,43
2066,3,390
2067,3,357
2068,3,446
2069,1,235
2070,1,138
2071,3,257
2072,3,327
2073,2,434
2074,2,128
2075,1,278
2076,1,127
2077,3,6
2078,2,380
2079,3,78
2080,1,23
2081,2,465
2082,2,367
2083,2,452
2084,3,445
2085,3,42
2086,1,99
2087,1,195
2088,3,344
2089,3,209
2090,1,221
2091,3,205
2092,1,113
2093,2,260
2094,1,6
2095,2,72
2096,2,384
2097,1,62
2098,2,411
2099,2,338
2100,2,482
2101,3,105
2102,1,427
2103,2,374
2104,3,164
2105,1,233
2106,1,443
2107,2,67
2108,3,122
2109,1,278
2110,1,2
2111,1,15
2112,3,486
2113,3,181
2114,2,43
2115,1,415
2116,2,447
2117,1,81
2118,1,315
2119,1,220
2120,2,20
2121,1,367
2122,2,32
2123,3,80
2124,2,453
2125,2,512
2126,3,439
2127,3,151
2128,3,19
2129,2,181
2130,1,16
2131,2,192
2132,2,218
2133,1,363
2134,3,330
2135,3,55
2136,2,49
2137,1,308
2138,1,80
2139,2,142
2140,1,214
2141,2,312
2142,3,376
